,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
813,813,온수반,4.4,영등포구,서울특별시 영등포구 양평로22가길 6 1F,070-7543-1731,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 주차공간없음,['11:00 - 22:00'],"['차돌양지온면', '10,000원', '차돌양지힘줄온반', '11,000원', '힘줄온면', '12,000원', '차돌양지힘줄온면', '12,000원', '모듬온반', '12,000원']",2022-07-16,맛있다,11,11.0,0.0,0.0
814,814,렌위치,4.4,영등포구,서울특별시 영등포구 국제금융로 10 IFC몰 L2,02-6297-0023,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,주차 유료주차 가능,"['월-금: 10:00 - 21:00', '토-일: 10:00 - 20:00']","['베지위치', '10,000원', '치카보', '12,000원', '스테이크위치', '13,000원', '렌위치', '13,500원']",2022-08-09,맛있다,9,9.0,0.0,0.0
815,815,허리헝그리,4.4,영등포구,서울특별시 영등포구 여의대로 108 더현대서울,02-3277-0777,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,0,0,0,2022-08-05,맛있다,4,4.0,0.0,0.0
816,816,진주집,4.3,영등포구,서울특별시 영등포구 국제금융로6길 33,02-780-6108,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 유료주차 가능,"['월-금: 10:00 - 20:00', '토: 10:00 - 19:00']","['비빔국수', '10,000원', '닭칼국수', '10,000원', '냉콩국수', '12,000원', '접시만두', '10,000원']",3 일 전,맛있다,316,240.0,62.0,14.0
817,817,나카지마고에몽,4.3,영등포구,서울특별시 영등포구 국회대로54길 10 아크로타워스퀘어 상가동 B1 39호,010-3903-1983,음식 종류 정통 일식 / 일반 일식,가격대 4만원 이상,주차 무료주차 가능,"['월-금: 19:00 - 22:00', '토-일 : 13:00 - 21:00']","['오마카세 스시 디너', '140,000원', '오마카세 토요일 런치', '110,000원', '오마카세 일요일 런치', '110,000원']",2022-05-13,맛있다,28,22.0,5.0,1.0
818,818,정인면옥,4.3,영등포구,서울특별시 영등포구 국회대로76길 10,02-2683-2615,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 21:30'],"['평양냉면', '11,000원', '순면', '13,000원', '만두국', '11,000원', '녹두전', '10,000원']",4 일 전,맛있다,199,148.0,30.0,21.0
819,819,아루히,4.3,영등포구,서울특별시 영등포구 여의나루로 42 2F,02-780-3903,음식 종류 회 / 스시,가격대 3만원-4만원,주차 유료주차 가능,['11:30 - 21:30'],"['오마카세 런치', '33,000원', '오마카세 디너', '35,000원', '제철 사시미', '16,000원', '해산물 초회', '15,000원']",2022-08-03,맛있다,34,24.0,5.0,5.0
820,820,하쯔호,4.3,영등포구,서울특별시 영등포구 여의동로 213 금호리첸시아 B1,02-780-1634,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,['11:30 - 21:30'],"['스시 런치', '60,000원', '오마카세 디너', '120,000원']",2022-07-01,맛있다,39,33.0,2.0,4.0
821,821,또순이네,4.3,영등포구,서울특별시 영등포구 선유로47길 16,02-2672-2255,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:00'],"['토시살 (200g)', '31,000원', '등심 (200g)', '30,000원', '생등심 (200g)', '35,000원', '된장찌개', '4,000원']",1 일 전,맛있다,107,75.0,18.0,14.0
822,822,오월의종,4.3,영등포구,서울특별시 영등포구 영중로 15,02-2636-3801,음식 종류 베이커리,가격대 만원 미만,주차 주차공간없음,['10:30 - 22:00'],"['크루아상', '1,500원', '통밀빵', '5,000원', '크랜베리바게트', '3,000원', '아메리카노', '4,000원']",3 일 전,맛있다,113,87.0,18.0,8.0
823,823,가양칼국수버섯매운탕,4.3,영등포구,서울특별시 영등포구 국제금융로 78,02-784-0409,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 유료주차 가능,['11:30 - 21:30'],"['가양칼국수버섯매운탕', '12,000원', '샤브 소고기 (200g)', '12,000원']",4 일 전,맛있다,161,115.0,31.0,15.0
824,824,청기와타운,4.3,영등포구,서울특별시 영등포구 영중로10길 32-4,02-2068-9203,음식 종류 고기 요리,가격대 2만원-3만원,주차 주차공간없음,['11:30 - 22:00'],"['수원LA왕갈비 (250g)', '25,000원', '수원양념갈비 (230g)', '21,000원', '생안창살 (150g)', '21,000원', '청기와토장찌개', '6,000원', '냉면 (물/비빔)', '6,000원']",2022-07-11,맛있다,27,22.0,5.0,0.0
825,825,덕원,4.3,영등포구,서울특별시 영등포구 버드나루로길 6,02-2634-8663,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,"['월-금: 09:00 - 21:00', '토-일: 10:00 - 20:00']","['설렁탕', '10,000원', '꼬리곰탕', '22,000원', '소머리수육', '26,000원', '도가니수육', '37,000원', '방치', '39,000원']",2022-07-15,맛있다,38,29.0,4.0,5.0
826,826,대관원,4.3,영등포구,서울특별시 영등포구 당산로37길 1,02-2068-8791,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 주차공간없음,['11:30 - 21:30'],"['하코스 (1인)', '28,000원', '짜장면', '5,000원', '짬뽕', '6,000원', '볶음밥', '6,000원', '오향장우육 (S)', '14,000원']",2 시간 전,맛있다,51,42.0,7.0,2.0
827,827,브루클린더버거조인트,4.3,영등포구,서울특별시 영등포구 국제금융로2길 24 삼성생명빌딩 1F,02-761-7180,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,주차 유료주차 가능,['11:00 - 21:30'],"['더치즈버거 (140g)', '7,800원', '브루클린웍스 (140g)', '9,800원', '치즈스커트 (140g)', '10,300원', '리얼맥코이 (140g)', '9,800원', '버르게리타 (140g)', '10,800원']",2022-06-25,맛있다,40,34.0,6.0,0.0
828,828,르프리크,4.3,영등포구,서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-0791,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 20:00'],"['시그니쳐버거', '10,800원']",2 일 전,괜찮다,43,28.0,11.0,4.0
829,829,아트리오,4.3,영등포구,서울특별시 영등포구 국제금융로 10 콘래드호텔 서울점 2F,02-6137-7120,음식 종류 이탈리안,가격대 4만원 이상,주차 유료주차 가능,['11:30 - 21:30'],"['여러가지 비트샐러드', '20,000원', '포르마지 (레귤러)', '27,000원', '오징어 먹물 스파게티', '27,000원', '와규 채끝등심 구이', '51,000원', '양갈비구이', '45,000원']",2022-07-27,맛있다,29,21.0,6.0,2.0
830,830,갓포아키,4.3,영등포구,서울특별시 영등포구 의사당대로 16,02-786-8661,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 4만원 이상,주차 발렛,['18:00 - 01:00'],"['도미사시미 (22p)', '22,000원', '한우꽃살숯불양념꼬치', '9,000원', '도미머리구이 (한마리)', '35,000원', '제철 생선회 (2인)', '59,000원', '제철 생선회 (3인)', '79,000원']",2022-07-12,맛있다,21,17.0,4.0,0.0
831,831,카페 레이어드,4.3,영등포구,서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-8551,음식 종류 카페 / 디저트,가격대 만원 미만,"주차 유료주차 가능 10분당 2,000원","['월-금: 10:30 - 20:00', '토-일: 10:30 - 20:30']","['클래식버터스콘', '4,500원', '바질스콘', '4,500원', '갈릭크림스콘', '5,500원', '딸기스콘', '4,500원', '말차스콘', '4,500원']",9 시간 전,괜찮다,33,24.0,9.0,0.0
832,832,뚜스뚜스,4.3,영등포구,서울특별시 영등포구 양평로 132,02-2632-9006,음식 종류 이탈리안,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 23:20'],"['팔라펠샐러드', '15,000원', '발사믹버섯피자', '19,000원', '새우로제파스타', '16,000원', '연어스테이크', '34,000원', '채끝스테이크', '45,000원']",2022-02-20,괜찮다,28,21.0,6.0,1.0
833,833,그레이에스프레소,4.3,영등포구,서울특별시 영등포구 여의대방로 379 제일빌딩,070-7720-0131,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,"['월-금: 07:30 - 19:30', '토: 09:00 - 19:00']","['아메리카노', '3,000원', '카페라떼', '3,700원', '카푸치노', '3,700원', '플랫화이트', '3,700원', '레몬에이드', '4,500원']",2022-08-09,맛있다,21,19.0,2.0,0.0
834,834,오복수산참치,4.3,영등포구,서울특별시 영등포구 의사당대로 83 오투타워 2F,02-783-9988,음식 종류 해산물 요리,가격대 2만원-3만원,주차 유료주차 가능,"['월-금: 11:00 - 22:00', '토-일: 12:00 - 22:00']","['우니도로 이쿠라관자에비', '55,000원', '생참치사시미', '55,000원', '카이센동', '20,000원', '생혼마구로동', '25,000원', '생대구맑은탕', '25,000원']",1 일 전,맛있다,19,16.0,3.0,0.0
835,835,선비네,4.3,영등포구,서울특별시 영등포구 영중로20길 4,010-5012-8781,음식 종류 닭 / 오리 요리,가격대 만원-2만원,메뉴,0,"['토종닭볶음탕', '40,000원', '닭볶음 (중)', '18,000원', '해물아구찜 (특대)', '50,000원', '생삼겹 (200g)', '12,000원', '고등어조림 (1인분)', '7,000원']",2022-08-02,맛있다,12,11.0,1.0,0.0
836,836,부일갈비,4.3,영등포구,서울특별시 영등포구 영중로6길 23-8,02-2636-9462,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['11:30 - 23:00'],"['돼지갈비', '15,000원', '제주도생오겹살', '14,000원', '소생갈비', '30,000원', '소양념갈비', '25,000원', '차돌된장뚝배기', '7,000원']",2022-06-10,맛있다,9,9.0,0.0,0.0
837,837,은성감자탕,4.3,영등포구,서울특별시 영등포구 국회대로34길 8,02-2632-0792,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 주차공간없음,['11:00 - 23:00'],"['뼈해장국', '9,000원', '김치뼈해장국', '7,000원', '뼈우거지탕', '7,000원', '뼈김치탕 (대)', '30,000원', '감자탕 (대)', '35,000원']",2022-07-03,맛있다,13,10.0,3.0,0.0
838,838,서민준밀밭,4.3,영등포구,서울특별시 영등포구 영신로40길 22-1,02-2634-6848,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 유료주차 가능,['10:00 - 21:00'],"['바지락칼국수', '7,000원', '들깨수제비', '7,000원', '콩국수 (백태)', '8,000원', '만두 (5pcs)', '6,000원', '노란콩물', '8,500원']",2022-07-29,맛있다,12,10.0,2.0,0.0
839,839,타이문,4.3,영등포구,서울특별시 영등포구 선유로17길 24 1F,070-8808-0823,음식 종류 태국 음식,가격대 만원 미만,영업시간 11:30 - 22:00,['15:00 - 17:00'],"['야채춘권 (8pcs)', '5,000원', '타이문 쌀국수', '9,000원', '타이문 국밥', '9,000원', '팟타이 꿍', '10,000원', '뿌팟봉 커리', '20,000원']",2022-07-28,맛있다,9,9.0,0.0,0.0
840,840,별미볶음점,4.3,영등포구,서울특별시 영등포구 국제금융로6길 33 여의도백화점,02-761-8188,음식 종류 고기 요리,가격대 만원-2만원,주차 유료주차 가능,['11:00 - 20:30'],"['제육직화', '9,000원', '오징어직화', '10,000원', '낙지직화', '11,000원', '해물모듬직화', '11,000원', '오삼직화', '9,000원']",2022-08-01,맛있다,13,12.0,1.0,0.0
841,841,유어보울,4.3,영등포구,서울특별시 영등포구 문래로 180 1동 1F 상가108호,02-2038-0130,음식 종류 기타 양식,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,"['트러플 스테이크 샐러드 보울', '11,500원', '닭가슴살 에그 샐러드 보울', '7,900원', '선샤인 인 캘리포니아', '6,300원', '트립 투 타이완', '6,300원', '연어 샐러드 보울', '10,500원']","['트러플 스테이크 샐러드 보울', '11,500원', '닭가슴살 에그 샐러드 보울', '7,900원', '선샤인 인 캘리포니아', '6,300원', '트립 투 타이완', '6,300원', '연어 샐러드 보울', '10,500원']",6 일 전,맛있다,7,6.0,1.0,0.0
842,842,일미집,4.3,영등포구,서울특별시 영등포구 영중로 43 1F,02-2677-4544,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['10:00 - 22:00'],"['감자탕백반', '8,000원', '감자탕 (소)', '19,000원', '감자탕 (중)', '25,000원', '감자탕 (대)', '31,000원', '오징어대침', '12,000원']",2022-06-04,맛있다,15,14.0,0.0,1.0
843,843,도림186,4.3,영등포구,서울특별시 영등포구 도영로 44,02-833-2183,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,0,0,0,2022-07-03,맛있다,7,7.0,0.0,0.0
844,844,제주흑돈카츠,4.3,영등포구,서울특별시 영등포구 영중로 9,02-521-9956,음식 종류 까스 요리,가격대 만원-2만원,0,0,0,2022-07-21,맛있다,5,5.0,0.0,0.0
845,845,까폼,4.3,영등포구,서울특별시 영등포구 여의대로 108 여의도 파크원 B1,02-3277-0790,음식 종류 베트남 음식,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 18:00'],0,2022-07-06,괜찮다,7,6.0,1.0,0.0
846,846,코끼리베이글,4.2,영등포구,서울특별시 영등포구 선유로 176,070-4184-0082,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['08:30 - 20:00'],"['버터솔트', '2,800원', '라떼', '3,500원', '플레인베이글', '2,000원', '갈릭퐁당', '4,000원']",13 시간 전,맛있다,93,69.0,15.0,9.0
847,847,호우섬,4.2,영등포구,서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-0763,음식 종류 딤섬 / 만두,가격대 만원-2만원,주차 유료주차 가능,"['월-목: 10:30 -19:40', '금-일: 10:30 - 20:10']","['블랙하가우 (3p)', '8,800원', '마늘칩꿔바육', '19,000원', '새우돼지고기완자', '13,000원', '쯔란오징어튀김', '16,000원', '맑은우육탕면', '9,000원']",2022-07-28,맛있다,53,36.0,14.0,3.0
848,848,더플레이트디저트,4.2,영등포구,서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-0796,음식 종류 베이커리,가격대 만원 미만,"주차 유료주차 가능 10분당 2,000원","['월-금: 10:30 - 20:00', '토-일: 10:30 - 20:30']","['데리 부어스트', '3,200원', '밀푀유 쿠키슈', '3,500원', '아몬드 크로핀', '4,000원', '녹차 밀푀유', '4,100원', '초콜릿 밀푀유', '4,300원']",2022-07-26,맛있다,32,28.0,3.0,1.0
849,849,웨이브스,4.2,영등포구,서울특별시 영등포구 도림로 434-11,070-7681-0101,음식 종류 이탈리안,가격대 만원-2만원,주차 주차공간없음,"['월-금: 11:40 - 23:00', '토-일: 12:00 - 23:00']","['웨이브스플래터', '33,000원', '쉬림프콤보', '22,000원', '그릴드치킨', '16,000원', '루꼴라피자', '20,000원', '소이누들', '12,000원']",2022-07-14,별로,60,37.0,20.0,3.0
850,850,그믐족발,4.2,영등포구,서울특별시 영등포구 경인로79길 21,02-6104-6453,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['16:00 - 22:30'],"['그믐족발 (앞다리)', '34,000원', '그믐족발 (뒷다리)', '30,000원', '꽈리튀김족발', '36,000원', '매우면', '6,000원']",2022-07-12,맛있다,60,47.0,11.0,2.0
851,851,대문점,4.2,영등포구,서울특별시 영등포구 영중로10길 30,02-2678-3256,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],"['문정정식', '9,000원', '물만두 (중)', '5,000원', '만두국', '7,000원', '오향장육 (중)', '21,000원', '송화단', '5,000원']",2022-04-02,맛있다,39,30.0,7.0,2.0
852,852,폴앤폴리나,4.2,영등포구,서울특별시 영등포구 의사당대로 108 아일렉스상가 1F,02-761-1966,음식 종류 베이커리,가격대 만원 미만,주차 유료주차 가능,"['월-금: 12:00 - 19:00', '토: 11:00 - 18:00']","['허브빵', '1,700원', '치아바타', '3,100원', '화이트 치아바타', '2,800원', '블랙올리브', '3,600원']",3 일 전,맛있다,102,83.0,15.0,4.0
853,853,호박집,4.2,영등포구,서울특별시 영등포구 영등포로 237-1 성일빌딩,02-2634-9703,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 유료주차 가능,['07:00 - 22:30'],"['찹쌀순대정식', '10,000원', '순대국', '7,000원', '내장국밥', '9,000원', '뼈다귀 해장국', '7,000원', '술국', '12,000원']",2022-07-16,맛있다,22,19.0,2.0,1.0
854,854,오복수산,4.2,영등포구,서울특별시 영등포구 국제금융로2길 17 씨티플라자 3F,02-780-9923,음식 종류 회 / 스시,가격대 3만원-4만원,주차 무료주차 가능,"['월-금: 11:00 - 21:30', '토-일: 12:00 - 21:30']","['카이센동', '18,000원', '야부리 카이센동', '20,000원', '사케동', '15,000원', '우니동', '38,000원', '특선솥밥', '15,000원']",2022-07-26,괜찮다,26,19.0,6.0,1.0
855,855,우동가게,4.2,영등포구,서울특별시 영등포구 당산로 180 신우빌딩,02-2634-2999,음식 종류 기타 한식,가격대 만원 미만,주차 주차공간없음,['11:30 - 21:00'],"['멸치우동', '5,000원', '붓카케 <냉> 우동', '5,500원', '어묵우동', '6,000원', '카레우동', '6,000원', '꼬마김밥', '2,000원']",1 시간 전,괜찮다,18,15.0,3.0,0.0
856,856,어만두,4.2,영등포구,서울특별시 영등포구 의사당대로 127 S-Trenue빌딩 B1,02-782-1820,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['11:00 - 21:30'],"['평양온반', '18,000원', '어복쟁반', '55,000원', '평양냉면', '12,000원', '어만두', '70,000원', '개풍만두전골', '16,000원']",2022-08-11,괜찮다,14,12.0,2.0,0.0
857,857,더미,4.2,영등포구,서울특별시 영등포구 국제금융로2길 28 KB금융타워 B1,02-782-4441,음식 종류 고기 요리,가격대 4만원 이상,주차 무료주차 가능,"['월-금: 11:00 - 22:00', '토: 11:30 - 22:00']","['더미플러스 (150g)', '43,000원', '프리미엄 불고기 정식', '23,000원', '한우 육회비빔밥', '12,000원', '보양식 왕갈비탕', '15,000원']",6 일 전,맛있다,14,12.0,2.0,0.0
858,858,도쿄라보,4.2,영등포구,서울특별시 영등포구 도림로 438-12,02-2068-3971,음식 종류 기타 일식,가격대 만원-2만원,주차 주차공간없음,['18:00 - 24:00'],"['스키야키 (중)', '25,000원', '흑조치킨탕수육', '15,000원', '치킨카라아게', '15,000원']",2022-04-17,맛있다,6,5.0,1.0,0.0
